"algor","algor_props_alpha","algor_props_beta","algor_props_clustercount","algor_props_distance","algor_props_hypersvaryonquery","algor_props_iterations","algor_props_kmeans_distance","algor_props_kmeans_iterations","algor_props_proposalstdev","algor_props_samplehypers","algor_props_usekmeans","burn_in","cat_groups","chain_count","clusters","command","cross_folds","dataset","dict_size","iters","job","max_word","min_freq","min_word","output_file","sample_lag","seed","start_time","stem","stop","overall","perplexity","run_time_mins"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","30","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-11.log","","314159265","2013/03/12 17:04:32","True","True","1514.0133409927942","1514.0133409927942","25.049999997019768"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","35","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-12.log","","314159265","2013/03/12 17:04:27","True","True","1503.5488556672772","1503.5488556672772","39.25"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","40","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-13.log","","314159265","2013/03/12 17:05:24","True","True","1486.7875673900464","1486.7875673900464","75.31666666641831"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","50","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-14.log","","314159265","2013/03/12 17:05:28","True","True","1452.8024579732833","1452.8024579732833","41.816666670143604"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","60","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-15.log","","314159265","2013/03/12 17:05:55","True","True","1444.5296185820603","1444.5296185820603","58.849999997764826"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","70","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-16.log","","314159265","2013/03/12 17:05:54","True","True","1432.2145700323376","1432.2145700323376","70.73333333432674"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","80","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-17.log","","314159265","2013/03/12 17:06:01","True","True","1439.5641185949555","1439.5641185949555","91.66666666790843"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","90","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-18.log","","314159265","2013/03/12 17:06:57","True","True","1366.760232849245","1366.760232849245","105.31666666641831"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","100","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-19.log","","314159265","2013/03/12 17:06:54","True","True","1390.3801263435216","1390.3801263435216","119.01666666939855"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","4","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-2.log","","314159265","2013/03/12 17:02:24","True","True","1691.2142003227457","1691.2142003227457","4.0"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","125","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-20.log","","314159265","2013/03/12 17:06:54","True","True","1350.6867398194195","1350.6867398194195","162.85000000149012"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","150","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-21.log","","314159265","2013/03/12 17:07:24","True","True","1334.1344099395678","1334.1344099395678","370.9000000022352"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","175","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-22.log","","314159265","2013/03/12 17:08:24","True","True","1315.8419549760536","1315.8419549760536","258.5"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","200","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-23.log","","314159265","2013/03/12 17:08:25","True","True","1310.5669461960704","1310.5669461960704","304.01666666567326"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","250","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-24.log","","314159265","2013/03/12 17:08:54","True","True","1288.217573781641","1288.217573781641","638.3500000014901"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","5","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-3.log","","314159265","2013/03/12 17:02:24","True","True","1636.5977300787295","1636.5977300787295","4.600000001490116"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","6","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-4.log","","314159265","2013/03/12 17:03:00","True","True","1629.9996661586965","1629.9996661586965","5.066666666418314"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","8","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-5.log","","314159265","2013/03/12 17:03:27","True","True","1590.0284596219406","1590.0284596219406","6.5"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","10","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-6.log","","314159265","2013/03/12 17:03:24","True","True","1629.9881495153054","1629.9881495153054","7.266666669398546"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","12","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-7.log","","314159265","2013/03/12 17:03:35","True","True","1530.1525479578636","1530.1525479578636","11.633333332836628"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","15","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-8.log","","314159265","2013/03/12 17:04:05","True","True","1570.5003488734014","1570.5003488734014","16.33333333581686"
"LdaCvb","0.1","0.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","20","topic","3","20newsclean","30000","400","","","","","optimized-20news-ldacvb-job-9.log","","314159265","2013/03/12 17:04:24","True","True","1537.4365976966537","1537.4365976966537","15.316666666418314"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","60","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-0.log","20","314159265","2013/03/12 17:10:24","True","True","1133.9025455627864","1133.9025455627864","47.5"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","70","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-1.log","20","314159265","2013/03/12 17:10:24","True","True","1121.9939102534352","1121.9939102534352","52.316666666418314"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","80","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-2.log","20","314159265","2013/03/12 17:10:33","True","True","1144.402050494419","1144.402050494419","64.48333333432674"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","90","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-3.log","20","314159265","2013/03/12 17:10:54","True","True","1110.719158996389","1110.719158996389","146.30000000074506"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","100","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-4.log","20","314159265","2013/03/12 17:11:27","True","True","1091.8466072361819","1091.8466072361819","75.06666666641831"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","125","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-5.log","20","314159265","2013/03/12 17:11:54","True","True","1119.8326050136523","1119.8326050136523","90.93333333358169"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","150","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-6.log","20","314159265","2013/03/12 17:11:54","True","True","1119.9416307782021","1119.9416307782021","108.85000000149012"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","175","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-7.log","20","314159265","2013/03/12 17:13:55","True","True","1067.3537806435156","1067.3537806435156","125.28333333134651"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","200","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-8.log","20","314159265","2013/03/12 17:14:25","True","True","1015.1198656550009","1015.1198656550009","143.0"
"LdaColGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","250","topic","3","20newsclean","30000","4000","","","","","optimized-20news-ldagibbs-job-9.log","20","314159265","2013/03/12 17:14:24","True","True","1074.457225108766","1074.457225108766","176.83333333581686"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","2","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-0.log","20","314159265","2013/03/12 17:18:54","True","True","1791.8143708653124","1791.8143708653124","8.08333333581686"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","3","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-1.log","20","314159265","2013/03/12 17:18:54","True","True","1831.5912955254662","1831.5912955254662","13.850000001490116"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","25","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-10.log","20","314159265","2013/03/12 17:32:54","True","True","1864.6979871663546","1864.6979871663546","48.38333333656192"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","30","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-11.log","20","314159265","2013/03/12 17:32:54","True","True","1911.0847778415318","1911.0847778415318","55.566666666418314"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","35","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-12.log","20","314159265","2013/03/12 17:33:26","True","True","1986.7876477931134","1986.7876477931134","41.766666665673256"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","40","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-13.log","20","314159265","2013/03/12 17:36:28","True","True","1838.1675548464757","1838.1675548464757","73.05000000074506"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","50","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-14.log","20","314159265","2013/03/12 17:40:24","True","True","1914.8049433201168","1914.8049433201168","56.11666666716337"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","60","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-15.log","20","314159265","2013/03/12 17:42:55","True","True","1836.6456019600473","1836.6456019600473","70.56666666641831"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","70","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-16.log","20","314159265","2013/03/12 17:42:55","True","True","1887.6390743810305","1887.6390743810305","82.38333333283663"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","80","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-17.log","20","314159265","2013/03/12 17:43:58","True","True","1892.3786572171068","1892.3786572171068","93.88333333656192"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","90","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-18.log","20","314159265","2013/03/12 17:45:25","True","True","1835.4865009333948","1835.4865009333948","98.53333333134651"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","100","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-19.log","20","314159265","2013/03/12 17:47:24","True","True","1922.4336724779396","1922.4336724779396","109.61666666716337"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","4","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-2.log","20","314159265","2013/03/12 17:18:54","True","True","1863.7551923495605","1863.7551923495605","13.600000001490116"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","125","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-20.log","20","314159265","2013/03/12 17:49:24","True","True","1900.9069102798996","1900.9069102798996","138.08333333581686"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","150","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-21.log","20","314159265","2013/03/12 17:55:55","True","True","1949.419015727265","1949.419015727265","172.59999999776483"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","175","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-22.log","20","314159265","2013/03/12 17:58:24","True","True","1899.8871000841302","1899.8871000841302","195.51666666939855"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","200","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-23.log","20","314159265","2013/03/12 18:02:55","True","True","1956.6206059687108","1956.6206059687108","229.29999999701977"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","250","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-24.log","20","314159265","2013/03/12 18:04:54","True","True","1910.920759390425","1910.920759390425","288.9000000022352"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","5","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-3.log","20","314159265","2013/03/12 17:19:53","True","True","1917.777390017851","1917.777390017851","9.33333333209157"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","6","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-4.log","20","314159265","2013/03/12 17:20:54","True","True","1889.450776914311","1889.450776914311","11.950000002980232"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","8","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-5.log","20","314159265","2013/03/12 17:26:24","True","True","1921.7868234250257","1921.7868234250257","13.633333336561918"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","10","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-6.log","20","314159265","2013/03/12 17:26:24","True","True","1911.2128544837817","1911.2128544837817","16.116666667163372"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","12","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-7.log","20","314159265","2013/03/12 17:27:26","True","True","1905.2793447851407","1905.2793447851407","17.5"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","15","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-8.log","20","314159265","2013/03/12 17:29:23","True","True","1989.2956921821487","1989.2956921821487","19.516666665673256"
"MultinomialMixtureGibbs","0.1","0.01","","","","","","","","","","1000","motorcycles=800,religion=800,ms-windows=800,baseball=800","1","20","topic","3","20newsclean","30000","4000","","","","","optimized-20news-momgibbs-job-9.log","20","314159265","2013/03/12 17:29:54","True","True","1901.118960576885","1901.118960576885","25.66666666790843"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","2","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-0.log","","314159265","2013/03/12 18:16:25","True","True","2008.0804678180134","2008.0804678180134","2.283333331346512"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","3","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-1.log","","314159265","2013/03/12 18:16:24","True","True","1950.9900220190539","1950.9900220190539","2.866666667163372"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","25","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-10.log","","314159265","2013/03/12 18:26:24","True","True","1944.2099900922424","1944.2099900922424","15.466666668653488"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","30","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-11.log","","314159265","2013/03/12 18:26:54","True","True","1848.2498397349516","1848.2498397349516","18.700000002980232"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","35","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-12.log","","314159265","2013/03/12 18:28:53","True","True","1888.8680255520103","1888.8680255520103","35.516666665673256"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","40","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-13.log","","314159265","2013/03/12 18:30:24","True","True","1872.4502089709608","1872.4502089709608","39.766666669398546"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","50","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-14.log","","314159265","2013/03/12 18:33:54","True","True","1852.9610897988305","1852.9610897988305","37.95000000298023"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","60","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-15.log","","314159265","2013/03/12 18:36:53","True","True","1856.7965516223023","1856.7965516223023","68.58333333209157"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","70","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-16.log","","314159265","2013/03/12 18:37:25","True","True","1876.0693573789915","1876.0693573789915","43.16666666418314"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","80","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-17.log","","314159265","2013/03/12 18:38:25","True","True","1856.327868386836","1856.327868386836","53.28333333134651"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","90","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-18.log","","314159265","2013/03/12 18:38:25","True","True","1914.314118137165","1914.314118137165","74.36666666716337"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","100","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-19.log","","314159265","2013/03/12 18:39:54","True","True","1922.7896628462934","1922.7896628462934","123.98333333432674"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","4","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-2.log","","314159265","2013/03/12 18:16:55","True","True","1909.6754898375177","1909.6754898375177","3.116666667163372"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","125","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-20.log","","314159265","2013/03/12 18:42:24","True","True","1807.9111060106422","1807.9111060106422","85.21666666865349"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","150","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-21.log","","314159265","2013/03/12 18:43:55","True","True","1952.3345253404832","1952.3345253404832","102.48333333060145"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","175","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-22.log","","314159265","2013/03/12 18:46:24","True","True","1876.9322470524296","1876.9322470524296","119.80000000074506"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","200","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-23.log","","314159265","2013/03/12 18:49:54","True","True","1775.4355769326671","1775.4355769326671","261.66666666790843"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","250","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-24.log","","314159265","2013/03/12 18:52:56","True","True","1768.9117031708963","1768.9117031708963","186.1833333335817"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","5","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-3.log","","314159265","2013/03/12 18:18:54","True","True","1937.9843124737586","1937.9843124737586","4.216666668653488"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","6","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-4.log","","314159265","2013/03/12 18:19:24","True","True","1926.258094934204","1926.258094934204","4.850000001490116"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","8","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-5.log","","314159265","2013/03/12 18:20:24","True","True","1930.5748102451782","1930.5748102451782","5.566666666418314"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","10","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-6.log","","314159265","2013/03/12 18:21:24","True","True","1879.8225461869442","1879.8225461869442","8.58333333581686"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","12","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-7.log","","314159265","2013/03/12 18:23:24","True","True","1922.1810912220328","1922.1810912220328","10.766666669398546"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","15","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-8.log","","314159265","2013/03/12 18:23:24","True","True","1998.5652686902915","1998.5652686902915","10.066666666418314"
"MultinomialMixtureCvb","1.1","1.01","","","","","","","","","","","motorcycles=800,religion=800,ms-windows=800,baseball=800","","20","topic","3","20newsclean","30000","400","","","","","optimized-20news-momvb-job-9.log","","314159265","2013/03/12 18:24:24","True","True","1915.7338872419089","1915.7338872419089","13.700000002980232"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","2","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-0.log","","314159265","2013/03/12 18:54:57","True","True","1894.7930579877705","1894.7930579877705","9.866666667163372"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","3","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-1.log","","314159265","2013/03/12 19:01:25","True","True","1773.2980232486864","1773.2980232486864","11.699999999254942"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","25","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-10.log","","314159265","2013/03/12 19:19:54","True","True","1509.6583725568303","1509.6583725568303","96.20000000298023"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","30","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-11.log","","314159265","2013/03/12 19:20:54","True","True","1492.7853873780132","1492.7853873780132","122.16666666790843"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","35","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-12.log","","314159265","2013/03/12 19:23:54","True","True","1496.0591637322193","1496.0591637322193","192.13333333656192"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","40","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-13.log","","314159265","2013/03/12 19:24:24","True","True","1481.5998716458948","1481.5998716458948","180.25"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","50","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-14.log","","314159265","2013/03/12 19:30:24","True","True","1450.2564398766503","1450.2564398766503","299.23333333432674"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","60","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-15.log","","314159265","2013/03/12 19:32:24","True","True","1437.9788442608808","1437.9788442608808","345.9333333335817"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","4","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-2.log","","314159265","2013/03/12 19:04:54","True","True","1709.6932298850197","1709.6932298850197","31.75"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","5","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-3.log","","314159265","2013/03/12 19:04:55","True","True","1685.9130690380875","1685.9130690380875","18.883333332836628"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","6","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-4.log","","314159265","2013/03/12 19:05:55","True","True","1658.4525401568685","1658.4525401568685","24.099999997764826"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","8","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-5.log","","314159265","2013/03/12 19:06:24","True","True","1604.5993592454497","1604.5993592454497","26.183333333581686"
"LdaCvb","0.1","0.01","","","","","","","","","","","=1740","","10","topic","3","nips","50000","400","","","","","optimized-nips-ldacvb-job-6.log","","314159265","2013/03/12 19:10:24","True","True","1621.5628184545067","1621.5628184545067","80.30000000074506"
